Enabler Type,EnablerType,Enabler Roles,Active (Y/N),Short Text,Enabler Description,Character count,
PL_U,Plant_Update,"ES : PLT - U0K3:KLEEN_TEST:MEQUON,WI,US",,KLEEN_TEST,,0,
PL_U,Plant_Update,"ES : PLT - U0KV/U0K2:KLEEN_TEST:PORT_WASHINGTON,WI,US",,KLEEN_TEST,,0,
PL_U,Plant_Update,"ES : PLT - U0KW/U0K7:KLEEN_TEST:MILWAUKEE,WI,US",,KLEEN_TEST,,0,
PL_U,Plant_Update,"ES : PLT - U0UQ/U0K3:KLEEN_TEST:MEQUON,WI,US",,KLEEN_TEST,,0,
PL_U,Plant_Update,"ES : PLT - U126/U0K3:KLEEN_TEST:MEQUON,WI,US",,KLEEN_TEST,,0,
PL_U,Plant_Update,"ES : PLT - U0Q5/U07Q:KOREX:WIXOM,MI,US",,KOREX,,0,
PL_U,Plant_Update,"ES : PLT - U0WE/U07W:KOREX:TORONTO,ON,CA",,KOREX,,0,
PL_U,Plant_Update,"ES : PLT - U0RZ:LARDC-REDLANDS:REDLANDS,CA,US",,LARDC-REDLANDS,,0,
PL_U,Plant_Update,"ES : PLT - U0AR/U03P:LAUBACH_WHS_FOR_ANCHOR_PKG:PARAGOULD,AR,US",,LAUBACH_WHS_FOR_ANCHOR_PKG,,0,
PL_U,Plant_Update,"ES : PLT - U0RT/U0R5:LEACH_LOGISTICS:SPARKS,NV,US",,LEACH_LOGISTICS,,0,
PL_U,Plant_Update,"ES : PLT - U0RM:LIQUID_CONTAINER:NEWARK,DE,US:U0E6",U0E6,LIQUID_CONTAINER,,0,
PL_U,Plant_Update,"ES : PLT - U151:LIQUID_CONTAINER:RANCHO_CUCAMONGA,CA,US:U0A7",U0A7,LIQUID_CONTAINER,,0,
PL_U,Plant_Update,"ES : PLT - CALB:LIVINGSTON_BRITA_CANADA:MISSISSAUGA,ON,CA",,LIVINGSTON_BRITA_CANADA,,0,
PL_U,Plant_Update,"ES : PLT - U106:LOVE_BOX_COMPANY:SPRINGDALE,AR,US",,LOVE_BOX_COMPANY,,0,
PL_U,Plant_Update,"ES : PLT - U0LU/U0L1:LUBRICATING_SPECLTIES:PICO_RIVERA,CA,US",,LUBRICATING_SPECLTIES,,0,
PL_U,Plant_Update,"ES : PLT - U0KD/U06T:MALCO_PRODUCTS:BARBERTON,OH,US",,MALCO_PRODUCTS,,0,
PL_U,Plant_Update,"ES : PLT - U0JS/U06M:MALCO_PRODUCTS,:INC_AKRON,OH,US",,"MALCO_PRODUCTS,",,0,
PL_U,Plant_Update,"ES : PLT - U0KC/U06R:MARIETTA:CHICAGO,IL,US",,MARIETTA,,0,
PL_U,Plant_Update,"ES : PLT - CA3T:MCL_TORBRAM:BRAMPTON,ON,CA",,MCL_TORBRAM,,0,
PL_U,Plant_Update,"ES : PLT - U0WA/U0W1:MENSHEN_PACKAGING_USA:WALDWICK,NJ,US",,MENSHEN_PACKAGING_USA,,0,
PL_U,Plant_Update,"ES : PLT - CA4Z:METRO_CANADA_LOGISTICS:BRAMPTON,ON,CA",,METRO_CANADA_LOGISTICS,,0,
PL_U,Plant_Update,"ES : PLT - CA5M:MEXICO PORT PLANT:ZAPOPAN,JALISCO,MX",,MEXICO PORT PLANT,,0,
PL_U,Plant_Update,"ES : PLT - U0Z9:MEXICO VIRTUAL PLANT:ZAPOPAN,JALISCO,MX",,MEXICO VIRTUAL PLANT,,0,
PL_U,Plant_Update,"ES : PLT - U02N:MICHEL_DIST:BELCAMP,MD,US",,MICHEL_DIST,,0,
PL_U,Plant_Update,"ES : PLT - U111:MICHEL_DIST_WHS_(LTR)-NE:ABERDEEN,MD,US",,MICHEL_DIST_WHS_(LTR)-NE,,0,
PL_U,Plant_Update,"ES : PLT - U0KQ:MICHEL_DISTRIB_SERV:JESSUP,MD,US",,MICHEL_DISTRIB_SERV,,0,
PL_U,Plant_Update,"ES : PLT - U0MB/U0N2:MID_CONTINENT_PKG_INC:ENID,OK,US",,MID_CONTINENT_PKG_INC,,0,
PL_U,Plant_Update,"ES : PLT - U0JG:MIDWEST_RDC:MINOOKA,IL,US",,MIDWEST_RDC,,0,
PL_U,Plant_Update,"ES : PLT - U0VU:MINOOKA VIRTUAL WHSE-CALTECH:MINOOKA,IL,US",,MINOOKA VIRTUAL WHSE-CALTECH,,0,
PL_U,Plant_Update,"ES : PLT - U0QQ:MOL-DOK:LEETSDALE,PA,US",,MOL-DOK,,0,
PL_U,Plant_Update,"ES : PLT - CABB:MPC_PLASTICS:CLEVELAND,OH,US",,MPC_PLASTICS,,0,
PL_U,Plant_Update,"ES : PLT - U0VP/U0VQ:MPK SONOMA CORPORATION:SONOMA,CA,US",,MPK SONOMA CORPORATION,,0,
PL_U,Plant_Update,"ES : PLT - CA5X:MTE_LOGISTIX:EDMONTON,AB,CA",,MTE_LOGISTIX,,0,
PL_U,Plant_Update,"ES : PLT - U0RX/U0Q1:MULTI-PACK CHICAGO (CLOUD):DES PLAINES,IL,US",,MULTI-PACK CHICAGO (CLOUD),,0,
PL_U,Plant_Update,"ES : PLT - U0VF:MWCPK:UNIVERSITY PARK,IL,US",,MWCPK,,0,
PL_U,Plant_Update,"ES : PLT - U07T:MWRPC:UNIVERSITY PARK,IL,US",,MWRPC,,0,
PL_U,Plant_Update,"ES : PLT - U01V:NATIONAL_DIST_CENTER:LODI,CA,US",,NATIONAL_DIST_CENTER,,0,
PL_U,Plant_Update,"ES : PLT - U021:NATIONAL_DIST_CENTER:CHINO,CA,US",,NATIONAL_DIST_CENTER,,0,
PL_U,Plant_Update,"ES : PLT - U01V:NATIONAL_DIST_CENTER:LODI,CA,US",,NATIONAL_DIST_CENTER,,0,
PL_U,Plant_Update,"ES : PLT - U0LA:NATIONAL_DIST_CENTERS:NASHVILLE,GA,US",,NATIONAL_DIST_CENTERS,,0,
PL_U,Plant_Update,"ES : PLT - U0NS:NATIONAL_DIST_CENTERS:PENNSAUKEN,NJ,US",,NATIONAL_DIST_CENTERS,,0,
PL_U,Plant_Update,"ES : PLT - U03N:NDC:ROSEBURG,OR,US",,NDC,,0,
PL_U,Plant_Update,"ES : PLT - U06G:NDC:BARRINGTON,NJ,US",,NDC,,0,
PL_U,Plant_Update,"ES : PLT - U0FK:NERDC:ABERDEEN,MD,US",,NERDC,,0,
PL_U,Plant_Update,"ES : PLT - U0WT:NERDC:PERRYMAN RD ABERDEEN,MD,US",,NERDC,,0,
PL_U,Plant_Update,"ES : PLT - U0NQ/U07N:NORTHDOWN_IND:DYERSBURG,TN,US",,NORTHDOWN_IND,,0,
PL_U,Plant_Update,"ES : PLT - U0NY/U0N4:NYLONGE:ELYRIA,OH,US",,NYLONGE,,0,
PL_U,Plant_Update,"ES : PLT - U0Q3:OHL LITTER OVERFLOW WAREHOUSE:KANSAS CITY,MO,US",,OHL LITTER OVERFLOW WAREHOUSE,,0,
PL_U,Plant_Update,"ES : PLT - U0C3/U032:OIL_DRI_CORPORATION:OCHLOCKNEE,GA,US",,OIL_DRI_CORPORATION,,0,
PL_U,Plant_Update,"ES : PLT - U0NJ/U0JE:OLMARC_PACKAGING_COMPANY:NORTHLAKE,IL,US",,OLMARC_PACKAGING_COMPANY,,0,
PL_U,Plant_Update,"ES : PLT - U01O:ORANGEVILLE_CANADA:ORANGEVILLE,ON,CA",,ORANGEVILLE_CANADA,,0,
PL_U,Plant_Update,"ES : PLT - U140:OWENS_BROCKWAY:CHICAGO,IL,US:U0A6",U0A6,OWENS_BROCKWAY,,0,
PL_U,Plant_Update,"ES : PLT - U143:OWENS_BROCKWAY:NORTH_KANSAS_CITY,MO,US:U0A6",U0A6,OWENS_BROCKWAY,,0,
PL_U,Plant_Update,"ES : PLT - U144:OWENS_BROCKWAY:VANDALIA,IL,US:U0G1",U0G1,OWENS_BROCKWAY,,0,
PL_U,Plant_Update,"ES : PLT - U0FY/U03Y:PACKAGING_ADVANTAGE_CORP:LOS_ANGELES,CA,US",,PACKAGING_ADVANTAGE_CORP,,0,
PL_U,Plant_Update,"ES : PLT - U0JW/U06P:PACON_MFG:SOMERSET,NJ,US",,PACON_MFG,,0,
PL_U,Plant_Update,"ES : PLT - CA4U:PENTAIR_FILTRATION:SHEBOYGAN,WI,US",,PENTAIR_FILTRATION,,0,
PL_U,Plant_Update,"ES : PLT - CALZ:PENTAIR_FILTRATION,:INC_SHEBOYGAN,WI,US",,"PENTAIR_FILTRATION,",,0,
PL_U,Plant_Update,"ES : PLT - CABN:PERFECTION_FINISHERS:WAUSEON,OH,US",,PERFECTION_FINISHERS,,0,
PL_U,Plant_Update,"ES : PLT - U0VR:PERRYMAN POSTPONEMENT WAREHOUSE:ABERDEEN,MD,US",,PERRYMAN POSTPONEMENT WAREHOUSE,,0,
PL_U,Plant_Update,"ES : PLT - U04X/U05N:PETOSKEY_PLASTICS:PETOSKEY,MI,US",,PETOSKEY_PLASTICS,,0,
PL_U,Plant_Update,"ES : PLT - U105/U0N6:PGI_NONWOVWNS:SMITHFIELD,PA,US",,PGI_NONWOVWNS,,0,
PL_U,Plant_Update,"ES : PLT - U0PT:PITZER_TRSFR_&_STRG_CORP:ROANOKE,VA,US",,PITZER_TRSFR_&_STRG_CORP,,0,
PL_U,Plant_Update,"ES : PLT - U03U/U0KB:PKG_SVC_AKA_FRONTIER_CHARCOAL:CHETOPA,KS,US",,PKG_SVC_AKA_FRONTIER_CHARCOAL,,0,
PL_U,Plant_Update,"ES : PLT - CAP5:PLASTIC_MOULDERS:ETOBICOKE,ON,CA",,PLASTIC_MOULDERS,,0,
PL_U,Plant_Update,"ES : PLT - CAB1:PLASTIPAK_INC:BRAMPTON,ON,CA",,PLASTIPAK_INC,,0,
PL_U,Plant_Update,"ES : PLT - U0TH/U02T:PORTION_PAC:STONE_MOUNTAIN,GA,US",,PORTION_PAC,,0,
PL_U,Plant_Update,"ES : PLT - CAP7:PRECISE_POLESTAR:STATE_COLLEGE,PA,US",,PRECISE_POLESTAR,,0,
PL_U,Plant_Update,"ES : PLT - U0GH/U0G7:PRECISION_PKGING_&_SVC:MONROE,OH,US",,PRECISION_PKGING_&_SVC,,0,
PL_U,Plant_Update,"ES : PLT - U0HM/U04M:PREMIER_ASSEMBLY:MODESTO,CA,US",,PREMIER_ASSEMBLY,,0,
PL_U,Plant_Update,"ES : PLT - U0JX/U06X:PREMIERE_PACKAGING_INC:FLINT,MI,US",,PREMIERE_PACKAGING_INC,,0,
PL_U,Plant_Update,"ES : PLT - U207:PREPAID_INVENTORY_A&M:SPRING_HILL,KS,US",,PREPAID_INVENTORY_A&M,,0,
PL_U,Plant_Update,"ES : PLT - U209:PREPAID_INVENTORY_BB:DURHAM,NC,US",,PREPAID_INVENTORY_BB,,0,
PL_U,Plant_Update,"ES : PLT - U205:PREPAID_INVENTORY_BRITA:STATE_COLLEGE,PA,US",,PREPAID_INVENTORY_BRITA,,0,
PL_U,Plant_Update,"ES : PLT - U206:PREPAID_INVENTORY_GLAD:AMHERST,VA,US",,PREPAID_INVENTORY_GLAD,,0,
PL_U,Plant_Update,"ES : PLT - U204:PREPAID_INVENTORY_HVR:WHEELING,IL,US",,PREPAID_INVENTORY_HVR,,0,
PL_U,Plant_Update,"ES : PLT - U203:PREPAID_INVENTORY_KINGSFORD:BELLE,MO,US",,PREPAID_INVENTORY_KINGSFORD,,0,
PL_U,Plant_Update,"ES : PLT - U202:PREPAID_INVENTORY_LHD:CHICAGO,IL,US",,PREPAID_INVENTORY_LHD,,0,
PL_U,Plant_Update,"ES : PLT - U0JL/U0R8:PRESTO_PRODUCTS:LEWISTON,UT,US",,PRESTO_PRODUCTS,,0,
PL_U,Plant_Update,"ES : PLT - U0TV/U0X5:PROFILE_INDUSTRIES_INC:SPRINGDALE,AR,US",,PROFILE_INDUSTRIES_INC,,0,
PL_U,Plant_Update,"ES : PLT - U0NU/U07U:REILLY FOAM CORP:NAPERVILLE,IL,US",,REILLY FOAM CORP,,0,
PL_U,Plant_Update,"ES : PLT - U0JY/U06Q:REILLY_FOAM_CORP:CONSHOHOCKEN,PA,US",,REILLY_FOAM_CORP,,0,
PL_U,Plant_Update,"ES : PLT - U0JY/U06Q:REILLY_FOAM_CORP:CONSHOHOCKEN,PA,US",,REILLY_FOAM_CORP,,0,
PL_U,Plant_Update,"ES : PLT - U03B:RIDGELEY_WAREHOUSE:RIDGELEY,WV,US",,RIDGELEY_WAREHOUSE,,0,
PL_U,Plant_Update,"ES : PLT - U0RV:RIVER_ROAD_TERMINALS:LOUISVILLE,KY,US",,RIVER_ROAD_TERMINALS,,0,
PL_U,Plant_Update,"ES : PLT - U0RK/U0R6:ROCKLINE_INDUSTR:SHEBOYGAN,WI,US",,ROCKLINE_INDUSTR,,0,
PL_U,Plant_Update,"ES : PLT - U0RL/U0R2:ROCKLINE_INDUSTR:SPRINGDALE,AR,US",,ROCKLINE_INDUSTR,,0,
PL_U,Plant_Update,"ES : PLT - U0VV/U0XV:ROCKLINE_INDUSTR:SHEBOYGAN FALLS,WI,US",,ROCKLINE_INDUSTR,,0,
PL_U,Plant_Update,"ES : PLT - U0RN:ROGERS_DPS/PPC_POST_WHSE:ROGERS,AR,US",,ROGERS_DPS/PPC_POST_WHSE,,0,
PL_U,Plant_Update,"ES : PLT - U0RF:ROGERS_DPS_POST_WHSE:ROGERS,AR,US",,ROGERS_DPS_POST_WHSE,,0,
PL_U,Plant_Update,"ES : PLT - U0UG/U07R:ROSKAM BAKING:KENTWOOD,MI,US",,ROSKAM BAKING,,0,
PL_U,Plant_Update,"ES : PLT - U0EN/U0J2:ROYAL_OAK:MONTEREY,TN,US",,ROYAL_OAK,,0,
PL_U,Plant_Update,"ES : PLT - U0EQ/U0T6:ROYAL_OAK:OCALA,FL,US",,ROYAL_OAK,,0,
PL_U,Plant_Update,"ES : PLT - U0ER/U0J8:ROYAL_OAK:JACKSONVILLE,TX,US",,ROYAL_OAK,,0,
PL_U,Plant_Update,"ES : PLT - U0EU/U0J9:ROYAL_OAK:SALEM,MO,US",,ROYAL_OAK,,0,
PL_U,Plant_Update,"ES : PLT - U0TN/U0T7:ROYAL_OAK:BRANSON,MO,US",,ROYAL_OAK,,0,
PL_U,Plant_Update,"ES : PLT - U0TQ/U0T8:ROYAL_OAK:WEST_PLAINS,MO,US",,ROYAL_OAK,,0,
PL_U,Plant_Update,"ES : PLT - U0XA/U0X4:ROYAL_OAK:WHITE_CITY,OR,US",,ROYAL_OAK,,0,
PL_U,Plant_Update,"ES : PLT - U0LL:SANDEL_POSTPONEMENT:SPRING_HILL,KS,US",,SANDEL_POSTPONEMENT,,0,
PL_U,Plant_Update,"ES : PLT - U0EF:SAVAGE_INDUSTRIES_INC:BOWBELLS,ND,US",,SAVAGE_INDUSTRIES_INC,,0,
PL_U,Plant_Update,"ES : PLT - U0SV/U0S4:SCHIRM_USA_INC:ENNIS,TX,US",,SCHIRM_USA_INC,,0,
PL_U,Plant_Update,"ES : PLT - U0VG:SECPK-SOUTHCREEK:FAIRBURN,GA,US",,SECPK-SOUTHCREEK,,0,
PL_U,Plant_Update,"ES : PLT - U07S:SERPC-SOUTHCREEK:FAIRBURN,GA,US",,SERPC-SOUTHCREEK,,0,
PL_U,Plant_Update,"ES : PLT - U0BZ:SERVICECRAFT:ONTARIO,CA,US",,SERVICECRAFT,,0,
PL_U,Plant_Update,"ES : PLT - U019:SERVICECRAFT_DIST_WHSE_#15:CARSON,CA,US",,SERVICECRAFT_DIST_WHSE_#15,,0,
PL_U,Plant_Update,"ES : PLT - U0MM:SILGAN_PLASTICS:MONROE,GA,US:U0A4",U0A4,SILGAN_PLASTICS,,0,
PL_U,Plant_Update,"ES : PLT - U0MP:SILGAN_PLASTICS:LIGONIER,IN,US:U0A6",U0A6,SILGAN_PLASTICS,,0,
PL_U,Plant_Update,"ES : PLT - U0SW:SILGAN_PLASTICS:OTTAWA,OH,US:U0G1",U0G1,SILGAN_PLASTICS,,0,
PL_U,Plant_Update,"ES : PLT - U0XS:SILGAN_PLASTICS:DEEP RIVER,CT,US:",,SILGAN_PLASTICS,,0,
PL_U,Plant_Update,"ES : PLT - U02Q/U0FZ:SILVER_SPRING_GARDENS:EAU_CLAIRE,WI,US",,SILVER_SPRING_GARDENS,,0,
PL_U,Plant_Update,"ES : PLT - CA3H:SMURFIT_IMAGE_PAC:TORONTO,ON,CA",,SMURFIT_IMAGE_PAC,,0,
PL_U,Plant_Update,"ES : PLT - U0HJ/U0H3:SMURFIT_STONE_CONT_CORP:PORTAGE,IN,US",,SMURFIT_STONE_CONT_CORP,,0,
PL_U,Plant_Update,"ES : PLT - U0NG:SOUTHEAST_RDC:EAST_POINT,GA,US",,SOUTHEAST_RDC,,0,
PL_U,Plant_Update,"ES : PLT - U04F:SOUTHSIDE_DIST_CENTER_POST:ATLANTA,GA,US",,SOUTHSIDE_DIST_CENTER_POST,,0,
PL_U,Plant_Update,"ES : PLT - U0LQ:SOUTHWEST_RDC:ROANOKE,TX,US",,SOUTHWEST_RDC,,0,
PL_U,Plant_Update,"ES : PLT - U0PX/U0P1:SPONTEX:COLUMBIA,TN,US",,SPONTEX,,0,
PL_U,Plant_Update,"ES : PLT - U06S:STEVENS__RENTAL:ROLLA,MO,US",,STEVENS__RENTAL,,0,
PL_U,Plant_Update,"ES : PLT - U0PU:STEVENS_PUBLIC_WAREHOUSE:ROLLA,MO,US",,STEVENS_PUBLIC_WAREHOUSE,,0,
PL_U,Plant_Update,"ES : PLT - U0RD:STOUDT_FERRY_CO:OAKS,PA,US",,STOUDT_FERRY_CO,,0,
PL_U,Plant_Update,"ES : PLT - U0JN/U06N:STRUEMPH:BELLE,MO,US",,STRUEMPH,,0,
PL_U,Plant_Update,"ES : PLT - U0JU/U05V:STRUEMPH:STEELVILLE,MO,US",,STRUEMPH,,0,
PL_U,Plant_Update,"ES : PLT - U0E2/U025:SYBRON_CHEMICALS_INC:SALEM,VA,US",,SYBRON_CHEMICALS_INC,,0,
PL_U,Plant_Update,"ES : PLT - CALJ:TALON_RETAIL:MISSISSAUGA,ON,CA",,TALON_RETAIL,,0,
PL_U,Plant_Update,"ES : PLT - CA2R:TALON_RETAIL_STRATEGIES_GRP:MISSISSAUGA,ON,CA",,TALON_RETAIL_STRATEGIES_GRP,,0,
PL_U,Plant_Update,"ES : PLT - U038:TAMPA_DISTRIBUTION_CENTR:TAMPA,FL,US",,TAMPA_DISTRIBUTION_CENTR,,0,
PL_U,Plant_Update,"ES : PLT - CA3M:TANGENT_TRNSPRT_&_DIST_CTR:MISSISSAUGA,ON,CA",,TANGENT_TRNSPRT_&_DIST_CTR,,0,
PL_U,Plant_Update,"ES : PLT - U057:THAILAND_PORT_PLANT:SRIRACHA,10,TH",,THAILAND_PORT_PLANT,,0,
PL_U,Plant_Update,"ES : PLT - U0KJ/U06Y:THERMO PAC:STONE MOUNTAIN,GA,US",,THERMO PAC,,0,
PL_U,Plant_Update,"ES : PLT - U0LR:TITAN:SOUTH_GATE,CA,US",,TITAN,,0,
PL_U,Plant_Update,"ES : PLT - U0FJ/U01J:TLC_PACKAGING:CLEVELAND,OH,US",,TLC_PACKAGING,,0,
PL_U,Plant_Update,"ES : PLT - U128/U01G:TLC_PACKAGING:MEDINA,OH,US",,TLC_PACKAGING,,0,
PL_U,Plant_Update,"ES : PLT - U134:TRANSPORTATION_SERVICES_PLANT:OAKLAND,CA,US",,TRANSPORTATION_SERVICES_PLANT,,0,
PL_U,Plant_Update,"ES : PLT - U0TK/U0T4:TRANSWESTERN_POLYMERS:LIVERMORE,CA,US",,TRANSWESTERN_POLYMERS,,0,
PL_U,Plant_Update,"ES : PLT - U0UL/U0Y6:TRANSWESTERN_POLYMERS:TAMAQUA,PA,US",,TRANSWESTERN_POLYMERS,,0,
PL_U,Plant_Update,"ES : PLT - U0TA/U0T1:TRIAD_GROUP:MUKWONAGO,WI,US",,TRIAD_GROUP,,0,
PL_U,Plant_Update,"ES : PLT - U0JZ/U01Y:TUFCO_TECHNOLOGIES_INC:GREEN BAY,WI,US",,TUFCO_TECHNOLOGIES_INC,,0,
PL_U,Plant_Update,"ES : PLT - U0KH/U0K4:TYCO/KENDALL_HLTHCR:ATLANTA,GA,US",,TYCO/KENDALL_HLTHCR,,0,
PL_U,Plant_Update,"ES : PLT - U0TY:TYLER_DISTRIBUTION_SYS:CRANBURY,NJ,US",,TYLER_DISTRIBUTION_SYS,,0,
PL_U,Plant_Update,"ES : PLT - U05L/U054:U.S._NONWOVEN_CORPORATION:BRENTWOOD,NY,US",,U.S._NONWOVEN_CORPORATION,,0,
PL_U,Plant_Update,"ES : PLT - U0UU:UNIVERSITY PARK MFG EXCEPTION PLT:UNIVERSITY PARK,IL,US",,UNIVERSITY PARK MFG EXCEPTION PLT,,0,
PL_U,Plant_Update,"ES : PLT - U0VD:UVDI MFG EXCEPTION PLT VALENCIA,CA,US",,"UVDI MFG EXCEPTION PLT VALENCIA,CA,US",,0,
PL_U,Plant_Update,"ES : PLT - U06D:VALLEY_WAREHOUSE:SOMERSET,KY,US",,VALLEY_WAREHOUSE,,0,
PL_U,Plant_Update,"ES : PLT - U0VL/U07L:VALSPAR CORP:FREMONT,MI,US",,VALSPAR CORP,,0,
PL_U,Plant_Update,"ES : PLT - U05M/U055:VAN_DAM_MACHINE_CORP:WEST_PATERSON,NJ,US",,VAN_DAM_MACHINE_CORP,,0,
PL_U,Plant_Update,"ES : PLT - U0KE/U06U:VAN_DAM_MACHINE_CORPORP:PARSIPPANY,NJ,US",,VAN_DAM_MACHINE_CORPORP,,0,
PL_U,Plant_Update,"ES : PLT - U0VJ/U0X3:VEGETABLE_JUICES_INC:BEDFORD_PARK,IL,US",,VEGETABLE_JUICES_INC,,0,
PL_U,Plant_Update,"ES : PLT - U0VT:VIETNAM PORT PLANT:HO CHI MINH CITY,LONG AN,VT",,VIETNAM PORT PLANT,,0,
PL_U,Plant_Update,"ES : PLT - CA5T:VISUAL_PAK:WAUKEGAN,IL,US",,VISUAL_PAK,,0,
PL_U,Plant_Update,"ES : PLT - U124/U0U1:VISUAL_PAK:WAUKEGAN,IL,US",,VISUAL_PAK,,0,
PL_U,Plant_Update,"ES : PLT - U02Y/U0KA:WAGNER_INDUSTRIES:GRAND_PRAIRIE,TX,US",,WAGNER_INDUSTRIES,,0,
PL_U,Plant_Update,"ES : PLT - U03C/U033:WAGNER_INDUSTRIES:MORROW,GA,US",,WAGNER_INDUSTRIES,,0,
PL_U,Plant_Update,"ES : PLT - U03Z/U0LX:WAGNER_INDUSTRIES:KANSAS_CITY,MO,US",,WAGNER_INDUSTRIES,,0,
PL_U,Plant_Update,"ES : PLT - U0JV/U05Y:WAGNER_INDUSTRIES:KANSAS_CITY,MO,US",,WAGNER_INDUSTRIES,,0,
PL_U,Plant_Update,"ES : PLT - U0R7/U0LK:WAGNER_INDUSTRIES:KANSAS_CITY,KS,US",,WAGNER_INDUSTRIES,,0,
PL_U,Plant_Update,"ES : PLT - U149:WAGNER_INDUSTRIES:KANSAS_CITY,KS,US",,WAGNER_INDUSTRIES,,0,
PL_U,Plant_Update,"ES : PLT - U150:WAGNER_INDUSTRIES:NORTH_KANSAS_CITY,MO,US",,WAGNER_INDUSTRIES,,0,
PL_U,Plant_Update,"ES : PLT - U0KG/U06V:WAGNER_INDUSTRIES_INC:NORTH KANSAS CITY,MO,US",,WAGNER_INDUSTRIES_INC,,0,
PL_U,Plant_Update,"ES : PLT - U0WG:WAGNER_INDUSTRIES_INC, 68TH ST WHS:KANSAS CITY,KS,US",,"WAGNER_INDUSTRIES_INC, 68TH ST WHS",,0,
PL_U,Plant_Update,"ES : PLT - U0WQ:WAGNER_INDUSTRIES_INC, NKC WHS:NORTH KANSAS CITY,KS,US",,"WAGNER_INDUSTRIES_INC, NKC WHS",,0,
PL_U,Plant_Update,"ES : PLT - U04Q/U05W:WEBSTER_INDUSTRIES:MONTGOMERY,AL,US",,WEBSTER_INDUSTRIES,,0,
PL_U,Plant_Update,"ES : PLT - U0UF/U07G:WEST_PENN_OIL_CO:WARREN,PA,US",,WEST_PENN_OIL_CO,,0,
PL_U,Plant_Update,"ES : PLT - U03G/U013:WEST_SALEM_PACKAGING:LANCASTER,OH,US",,WEST_SALEM_PACKAGING,,0,
PL_U,Plant_Update,"ES : PLT - U03M/U016:WEST_SALEM_PACKAGING:WEST_SALEM,OH,US",,WEST_SALEM_PACKAGING,,0,
PL_U,Plant_Update,"ES : PLT - U113:WETZ_WAREHOUSE:MARIETTA,OH,US",,WETZ_WAREHOUSE,,0,
PL_U,Plant_Update,"ES : PLT - U0WB/U0W9:WHITESTONE_ACQUISITION:BLOOMINGTON,IN,US",,WHITESTONE_ACQUISITION,,0,
PL_U,Plant_Update,"ES : PLT - U0E8/U077:WILPACK_(AMWARE):FOREST_PARK,GA,US",,WILPACK_(AMWARE),,0,
PL_U,Plant_Update,"ES : PLT - U0WD/U06W:WINONA_FOODS:GREEN_BAY,WI,US",,WINONA_FOODS,,0,
PL_U,Plant_Update,"ES : PLT - U0WD/U06W:WINONA_FOODS:GREEN_BAY,WI,US",,WINONA_FOODS,,0,
PL_U,Plant_Update,"ES : PLT - U0WX/U07X:WIXON:ST_FRANCIS,WI,US",,WIXON,,0,
PL_U,Plant_Update,"ES : PLT - U0DE/U109:WOODSTOCK_PLASTICS:MARENGO,IL,US",,WOODSTOCK_PLASTICS,,0,
PL_U,Plant_Update,"ES : PLT - U0JK/U01Q:WSP_INC:ROGERS,AR,US",,WSP_INC,,0,
PL_U,Plant_Update,ES : PLT - VISUAL PAK (ATLANTA) - CPK,, VISUAL PAK (ATLANTA) ,,0,
PL_U,Plant_Update,ES : PLT - MALCO PRODUCTS - CPK,, MALCO PRODUCTS ,,0,
PL_U,Plant_Update,ES : PLT - GOODWIN EAST - CPK,, GOODWIN EAST ,,0,
PL_U,Plant_Update,ES : PLT - PACON MANUFACTURING - CPK,, PACON MANUFACTURING ,,0,
PL_U,Plant_Update,ES : PLT - CPK - Parent Role,,CPK Parent,,0,
PL_U,Plant_Update,ES : PLT - All Plants IM Changes for ZSUSP,, All Plants IM Changes for ZSUSP,,0,
PL_U,Plant_Update,ES : PLT - All Plants PO Changes,, All Plants PO Changes,,0,
PL_U,Plant_Update,ES : PLT - All Plants PO Display Only,, All Plants PO Display Only,,0,
PL_U,Plant_Update,ES : PLT - All Kingsford MFG Plants PO Changes,, All Kingsford MFG Plants PO Changes,,0,
PL_U,Plant_Update,ES : PLT - All Trans Loading Plants,, All Trans Loading Plants,,0,
PL_U,Plant_Update,ES : PLT - Amherst VMI MRP Controller VM1,, Amherst VMI MRP Controller VM1,,0,
PL_U,Plant_Update,ES : PLT - Amherst VMI MRP Controller VM4,, Amherst VMI MRP Controller VM4,,0,
PL_U,Plant_Update,ES : PLT - ROGERS VMI MRP Controller VM1,, ROGERS VMI MRP Controller VM1,,0,
PL_U,Plant_Update,ES : PLT - ROGERS VMI MRP Controller VM3,, ROGERS VMI MRP Controller VM3,,0,
PL_U,Plant_Update,ES : PLT - ROGERS VMI MRP Controller VM5,, ROGERS VMI MRP Controller VM5,,0,
PL_U,Plant_Update,ES : PLT - SPRNG HLL VMI MRP Controller VM1,, SPRNG HLL VMI MRP Controller VM1,,0,
PL_U,Plant_Update,ES : PLT - SPRNG HLL VM2 MRP Controller VM2,, SPRNG HLL VM2 MRP Controller VM2,,0,
PL_U,Plant_Update,ES : PLT - TRANSWESTERN POLYMERS VMI MRP Controller VM5,, TRANSWESTERN POLYMERS VMI MRP Controller VM5,,0,
PL_U,Plant_Update,ES : PLT - MFG - Parent Role,,MFG Parent Role,,0,
PL_U,Plant_Update,ES : PLT - GLEN Maintenance Plant,, GLEN Maintenance Plant,,0,
